"tyear","tmonth","id_sepomex","cap_rate","delta_cap_rate","median_cap_rate","delta_median_cap_rate"
2023,6,11499,0.05056169989764561,0.027967918411503145,0.054094827586206894,-0.01881018330778783
2023,7,11499,0.07069166804267539,0.3981268071639166,0.07866680872156685,0.4542390138170127
2023,8,11499,0.050231937887701576,-0.289422087799974,0.046426086956521735,-0.4098389433739186
2023,9,11499,0.049651580583192814,-0.0115535519614276,0.039825,-0.1421848660797902
2023,10,11499,0.049923107058612436,0.005468637095342288,0.05623829158801137,0.412135381996519
2022,11,11500,0.027768400224224624,,0.027768400224224624,
2023,2,11500,0.06374083800655804,1.2954450919701075,0.06705564966434531,1.4148186111869432
2023,3,11500,0.041050837599534484,-0.35597273453934,0.04193150904460835,-0.37467597056323676
2023,4,11500,0.05051495074478585,0.2305461641873705,0.046466753613005805,0.10815839142761807
2023,5,11500,0.05046664020233415,-0.0009563612700678,0.04723686688006025,0.016573425237929484
2023,6,11500,0.06007725334575276,0.19043497060408843,0.0672873239938053,0.42446627894808153
2023,7,11500,0.048233382496193085,-0.19714401358192235,0.050206982813571145,-0.25384188531270213
2023,8,11500,3.1638783266615,64.59519907008834,0.0477689323948218,-0.04855998672141537
2023,9,11500,0.07048534784973247,-0.9777218525580571,0.05923300988285276,0.23999023870321357
2023,10,11500,0.051721135700080724,-0.2662143654260616,0.06430467151237021,0.08562221706355722
2022,9,11501,0.06390832654773441,,0.06547687799526496,
2022,12,11501,0.03344709325659913,-0.4766395075042871,0.034847579894439124,-0.467788004538653
2023,1,11501,0.0701009384743602,1.0958753556418315,0.07416624171341152,1.1283039435759141
2023,3,11501,0.06124071830573355,-0.12639231886841762,0.06215,-0.16201767051705163
2023,4,11501,0.03925980863169633,-0.35892638561653345,0.03247975508591744,-0.4773973437503227
2023,5,11501,0.048402585151080854,0.2328787846409197,0.04793816555595956,0.4759398717493586
2023,6,11501,0.042975246284761966,-0.11212911147985849,0.04108511496571198,-0.14295604578877397
2023,7,11501,0.05678935908531319,0.3214434818829506,0.06845396894817406,0.6661501131322876
2023,8,11501,0.044485370057160065,-0.21666011425959497,0.048540242914979756,-0.2909068143042345
2023,9,11501,3.9685422065175806,88.21005268514858,0.05773881414087083,0.18950402127164367
2023,10,11501,0.04189112560955255,-0.9894442030777059,0.04433313738078478,-0.2321779025003693
2022,12,11502,0.04160016440940022,,0.04160016440940022,
2023,3,11502,0.05887381031469671,0.41523023167171047,0.05955104185965616,0.431509771778682
2023,4,11502,0.053136464616523424,-0.09745157766255652,0.045450409463148315,-0.2367822955933967
2023,5,11502,0.043608974203646005,-0.17930230175521933,0.04057233201581028,-0.10732746976225227
2023,6,11502,0.04618635043642424,0.059101968799870175,0.04168730714346697,0.027481169364930835
2023,7,11502,0.051631751448625376,0.1179006559458895,0.05297101449275362,0.27067489177110304
